Employee_ID,Name,Age,Gender,Department,Position,Years_at_Company,Salary,Education_Level,Performance_Score,Marital_Status,Has_Children,Working_Hours_per_Week,Remote_Work,Sick_Days_in_Last_Year,Promotion_Last_5_Years,Left_Company,Work_Life_Balance_Score,Job_Satisfaction_Score,Previous_Employer_Count,Favorite_Color,Hobby,Estimated_Annual_Bonus
5477,Hüseyin,48.0,Female,Marketing,Intern,13,64931.0,High School,1,Single,False,42,False,0,False,True,6,2,0,Yellow,Sports,4625.294613356179
5478,Elif,61.0,Male,Marketing,Senior,36,49222.0,PhD,2,Single,False,34,True,1,True,False,6,9,4,Green,Gaming,5075.556191803306
5479,Fatma,50.0,Female,Operations,Team Lead,10,115380.0,PhD,2,Divorced,False,45,False,7,True,False,4,5,2,White,Gaming,7910.968565988387
5480,Emine,47.0,Female,Marketing,Manager,0,70020.0,High School,3,Divorced,False,35,False,12,False,True,4,7,3,Black,Music,8254.785280315278
5481,Ahmet,29.0,Female,Marketing,Senior,0,136103.0,PhD,3,Married,False,29,True,8,False,True,4,2,9,Yellow,Reading,8144.501123776645
5482,Ahmet,61.0,Male,Sales,Senior,35,89263.0,Master,3,Single,True,55,False,7,True,False,3,8,1,Yellow,Traveling,9566.843980888427
5483,Mehmet,29.0,Male,Operations,Junior,7,109011.0,Bachelor,3,Divorced,False,47,False,0,True,True,1,2,4,Green,Music,15571.28850812651
5484,Ayşe,41.0,Female,Marketing,Manager,31,128858.0,Master,3,Single,False,45,False,1,True,False,9,5,4,Green,Reading,15957.739731691152
5485,Fatma,41.0,Female,HR,Team Lead,32,41399.0,PhD,3,Single,False,50,False,3,False,False,9,4,4,Yellow,Reading,5184.05183267633
5486,Hüseyin,28.0,Male,Sales,Team Lead,7,70693.0,PhD,2,Single,False,37,True,14,True,False,7,6,4,Blue,Gaming,9204.32217998976
5487,Ayşe,30.0,Female,Operations,Junior,13,123401.0,Bachelor,2,Single,False,36,True,7,True,False,3,9,0,Yellow,Sports,18332.891346019704
5488,Ahmet,,Female,Finance,Junior,23,99544.0,Bachelor,2,Divorced,True,51,True,13,False,True,2,7,3,Green,Music,5000.149993370597
5489,Ayşe,25.0,Female,IT,Senior,28,83753.0,Master,1,Married,True,58,True,14,True,True,4,4,5,Green,Gaming,8766.100488751279
5490,Ahmet,27.0,Male,Operations,Team Lead,24,31816.0,Bachelor,1,Married,False,24,False,8,True,False,9,8,7,White,Traveling,4460.686404050906
5491,Ayşe,25.0,Female,Sales,Team Lead,5,,Bachelor,3,Divorced,True,48,False,6,False,False,9,9,9,White,Traveling,
5492,Mehmet,37.0,Female,Marketing,Team Lead,0,77337.0,PhD,4,Married,False,55,True,7,True,True,7,5,7,Black,Music,4570.580227857512
5493,Ali,25.0,Male,Sales,Senior,22,94262.0,Bachelor,2,Single,True,58,False,8,True,False,4,9,5,White,Gaming,7581.519531396925
5494,Mehmet,26.0,Female,IT,Team Lead,32,111010.0,PhD,4,Divorced,False,30,True,3,False,True,9,7,6,Black,Reading,7292.412661372886
5495,Mehmet,24.0,Male,IT,Intern,13,79340.0,High School,3,Divorced,False,52,True,11,True,True,6,8,0,Black,Reading,10807.915213112
5496,Ali,31.0,Male,Operations,Junior,27,80592.0,High School,2,Divorced,True,23,False,3,True,True,2,5,6,Green,Gaming,8775.130462729183
5497,Ali,45.0,Male,Marketing,Junior,28,63988.0,High School,4,Single,False,52,False,13,True,True,5,1,3,Yellow,Music,8454.596229934794
5498,Elif,19.0,Female,Marketing,Junior,39,147285.0,PhD,2,Single,True,20,True,10,False,False,4,2,0,Yellow,Sports,17196.42233369935
5499,Elif,60.0,Female,HR,Junior,22,118587.0,High School,4,Single,True,40,False,2,True,False,2,8,7,Blue,Sports,11546.366320278956
5500,Fatma,25.0,Female,IT,Intern,37,43947.0,Master,3,Divorced,True,36,True,6,False,True,2,2,9,Red,Gaming,6444.6401026468775
5501,Hüseyin,,Female,Marketing,Manager,9,,PhD,3,Single,False,53,False,13,False,False,6,6,6,Yellow,Gaming,
5502,Hüseyin,38.0,Female,IT,Team Lead,26,139364.0,Master,1,Divorced,False,48,True,11,True,True,6,1,9,White,Sports,18762.28955299271
5503,Fatma,64.0,Female,HR,Junior,7,40253.0,PhD,4,Single,False,22,False,10,False,False,9,5,7,Blue,Reading,5937.909251955225
5504,Mehmet,45.0,Female,Finance,Team Lead,3,59638.0,Master,2,Single,False,43,False,3,False,False,9,9,0,Yellow,Gaming,3871.127592598075
5505,Mehmet,52.0,Female,IT,Team Lead,20,131211.0,High School,4,Single,True,53,False,12,True,False,6,1,7,White,Gaming,17896.659272049164
5506,Ahmet,,Male,HR,Intern,20,45604.0,Master,1,Single,True,21,True,13,False,False,1,5,9,Yellow,Gaming,5653.008871031428
5507,Ahmet,63.0,Female,HR,Team Lead,29,64483.0,High School,1,Married,True,50,True,12,False,True,3,1,0,Yellow,Sports,3533.1984889579917
5508,Hüseyin,32.0,Female,HR,Junior,12,111197.0,PhD,1,Single,True,59,True,0,False,False,2,4,9,Red,Sports,6654.636226563489
5509,Fatma,19.0,Male,Sales,Team Lead,2,140031.0,High School,1,Married,True,26,True,13,True,True,7,4,8,Red,Traveling,20210.324163118254
5510,Emine,29.0,Female,Operations,Intern,19,44248.0,Bachelor,2,Divorced,True,48,True,7,False,False,1,4,6,White,Music,3585.7403085544906
5511,Elif,53.0,Male,Marketing,Junior,35,70577.0,Bachelor,2,Divorced,False,30,True,0,False,False,4,7,7,Black,Traveling,4602.18288078848
5512,Emine,20.0,Female,IT,Intern,39,126688.0,High School,1,Married,False,44,True,11,True,True,1,9,9,White,Music,17886.004045410806
5513,Fatma,22.0,Female,Operations,Senior,4,68878.0,Bachelor,2,Divorced,True,38,True,11,False,False,3,8,4,Black,Music,8902.64926578901
5514,Ahmet,20.0,Male,Sales,Manager,21,112531.0,Bachelor,1,Single,False,30,False,2,True,True,4,5,5,Yellow,Music,11388.184571365568
5515,Hüseyin,64.0,Male,IT,Team Lead,1,,Bachelor,3,Married,True,54,False,8,True,False,6,9,3,Yellow,Music,
5516,Hüseyin,36.0,Female,Operations,Team Lead,24,57501.0,Bachelor,1,Married,True,52,False,10,True,False,1,9,8,Black,Sports,8617.254912613362
5517,Ahmet,19.0,Male,Sales,Team Lead,39,128587.0,Master,3,Divorced,False,24,False,9,True,False,1,6,7,Black,Sports,9406.869822279094
5518,Emine,61.0,Female,Marketing,Senior,23,32670.0,Bachelor,1,Divorced,False,54,True,11,True,True,6,5,1,Black,Traveling,2542.7596378333383
5519,Ayşe,54.0,Female,HR,Manager,4,91438.0,PhD,1,Married,False,22,False,0,True,False,9,2,6,White,Gaming,6340.763718367962
5520,Ayşe,34.0,Female,Operations,Intern,15,45135.0,High School,2,Divorced,False,50,False,0,True,False,6,9,6,Green,Reading,3503.7020838376075
5521,Ahmet,,Female,Operations,Senior,14,121739.0,PhD,3,Married,False,31,False,2,False,False,2,1,6,Yellow,Traveling,7398.508790489831
5522,Ayşe,45.0,Female,IT,Senior,12,80763.0,Bachelor,2,Married,False,23,True,12,False,True,2,8,2,Green,Sports,10836.527821503787
5523,Ali,44.0,Female,HR,Junior,10,,PhD,1,Married,False,51,False,11,False,False,2,3,1,Red,Gaming,
5524,Fatma,27.0,Male,Marketing,Senior,15,75589.0,Bachelor,3,Single,False,43,False,6,True,False,5,5,0,Black,Reading,6671.181963538112
5525,Fatma,20.0,Male,,Senior,17,71641.0,Master,1,Single,False,55,True,11,True,True,1,5,7,Red,Traveling,7685.252267491912
5526,Ahmet,53.0,Male,Finance,Team Lead,24,107167.0,Master,3,Divorced,False,21,False,11,True,False,5,7,0,Green,Gaming,14548.77285884263
5527,Mehmet,55.0,Female,Finance,Junior,37,69932.0,Master,4,Married,True,24,True,12,False,False,8,4,1,Red,Sports,4396.381191129466
5528,Elif,42.0,Male,Finance,Intern,39,111052.0,Bachelor,3,Divorced,False,31,True,5,True,False,9,1,5,White,Traveling,12731.738108464
5529,Emine,39.0,Female,Marketing,Manager,3,61453.0,High School,4,Single,False,44,True,14,True,False,7,1,6,White,Gaming,8124.00146171787
5530,Ahmet,56.0,Male,Finance,Intern,20,135934.0,Master,1,Divorced,True,43,False,11,True,False,2,4,6,Green,Gaming,18655.72768667919
5531,Ayşe,64.0,Female,Operations,Junior,10,76659.0,Bachelor,1,Married,False,44,False,12,False,True,5,2,9,Red,Sports,10882.047355363882
5532,Emine,47.0,Female,IT,Team Lead,33,67024.0,Bachelor,2,Married,False,37,False,4,True,True,4,2,1,White,Gaming,3847.593767721099
5533,Mehmet,38.0,Female,Operations,Manager,29,116189.0,PhD,4,Single,True,39,True,10,True,False,3,2,7,Blue,Traveling,11219.756200021973
5534,Ayşe,47.0,Female,Finance,Intern,3,143544.0,Bachelor,2,Married,False,52,False,3,True,True,7,4,2,Green,Music,13441.840024545621
5535,Hüseyin,45.0,Female,IT,Manager,13,146210.0,PhD,4,Divorced,True,48,False,4,False,True,2,1,1,Red,Sports,7357.009761511767
5536,Elif,48.0,Male,Operations,Manager,10,111445.0,Master,1,Married,True,48,False,4,False,True,4,5,1,Green,Traveling,13676.416346262422
5537,Ali,43.0,Female,Marketing,Manager,3,55935.0,PhD,2,Single,True,41,False,10,False,False,8,8,0,Blue,Music,7065.425242600832
5538,Ayşe,60.0,Male,HR,Senior,25,97609.0,Bachelor,4,Married,True,31,False,11,True,True,2,2,0,Yellow,Music,7011.715156813961
5539,Ali,39.0,Female,Operations,Junior,2,146477.0,PhD,2,Single,False,53,True,6,True,True,5,1,6,Blue,Traveling,19898.760978847153
5540,Emine,38.0,Female,Sales,Junior,36,58151.0,Master,1,Married,False,23,True,9,True,False,6,5,8,Red,Traveling,4747.223360004541
5541,Ali,18.0,Female,Finance,Team Lead,37,66138.0,Bachelor,4,Single,False,24,False,5,False,True,7,2,5,White,Reading,5366.209071358338
5542,Emine,54.0,Male,Sales,Intern,3,,High School,3,Single,False,29,False,14,True,True,8,4,7,Red,Music,
5543,Emine,30.0,Female,HR,Team Lead,25,138314.0,High School,4,Married,True,41,True,12,True,True,2,4,2,Black,Traveling,9924.49409078163
5544,Emine,38.0,Male,Marketing,Intern,38,69670.0,Bachelor,1,Divorced,True,44,False,14,True,True,7,3,1,Black,Music,8728.662290545211
5545,Emine,,Female,Operations,Manager,10,146746.0,Master,4,Single,True,20,True,8,False,True,9,6,1,Green,Traveling,11160.625630399558
5546,Emine,26.0,Male,Marketing,Intern,10,70173.0,Bachelor,2,Married,False,29,True,13,True,True,8,2,0,Yellow,Music,7576.487024613563
5547,Ayşe,34.0,Male,HR,Intern,37,,High School,1,Divorced,True,34,False,2,False,False,2,1,6,White,Gaming,
5548,Emine,64.0,Male,Sales,Manager,37,146121.0,Bachelor,1,Divorced,True,59,False,6,False,True,9,1,8,Red,Sports,12324.499417676016
5549,Ayşe,,Female,Operations,Team Lead,19,57981.0,PhD,3,Divorced,True,50,False,5,True,True,7,7,2,Green,Traveling,8309.436315337636
5550,Emine,48.0,Female,Finance,Intern,25,33384.0,PhD,3,Divorced,True,36,True,2,True,False,9,5,3,Green,Music,3224.581470575089
5551,Ali,56.0,Male,IT,Team Lead,37,90416.0,Master,2,Single,False,31,True,10,False,True,6,5,1,Red,Gaming,10665.192438998558
5552,Hüseyin,39.0,Female,Marketing,Team Lead,11,112442.0,Master,2,Single,False,24,True,6,False,False,8,9,7,White,Reading,8095.602484859163
5553,Emine,29.0,Female,HR,Junior,28,48077.0,Master,4,Single,False,57,False,11,True,True,3,7,8,Green,Music,5766.721980392881
5554,Mehmet,23.0,Female,Operations,Manager,13,99719.0,Master,2,Divorced,True,58,False,6,False,True,7,9,4,White,Music,14736.48411517483
5555,Emine,33.0,Male,Sales,Manager,24,122401.0,PhD,2,Single,True,28,True,9,True,False,5,5,2,Black,Sports,14772.070439886722
5556,Emine,43.0,Male,Finance,Senior,38,110880.0,High School,2,Married,False,36,False,0,False,True,5,9,0,Blue,Gaming,10966.045521554714
5557,Ali,22.0,Female,Sales,Team Lead,25,128901.0,Master,4,Divorced,True,48,True,5,True,True,7,6,0,Yellow,Music,7976.721896754662
5558,Elif,26.0,Male,Finance,Senior,9,126254.0,Master,1,Married,True,36,True,13,True,False,1,1,3,Yellow,Sports,13089.603368370657
5559,Fatma,63.0,Female,Operations,Manager,13,,High School,1,Divorced,False,33,True,14,False,False,2,8,1,White,Reading,
5560,Ali,,Female,IT,Manager,4,37495.0,Master,4,Married,False,39,False,13,True,False,5,8,3,Green,Sports,4662.840520526422
5561,Mehmet,31.0,Male,IT,Senior,21,122270.0,High School,2,Married,False,46,False,10,True,True,6,7,8,Yellow,Sports,10119.123279523656
5562,Fatma,61.0,Male,HR,Manager,10,95231.0,Master,3,Married,False,58,False,6,True,True,6,5,2,Blue,Gaming,6235.53325365261
5563,Ahmet,59.0,Female,HR,Manager,28,114256.0,Master,4,Single,False,39,False,12,False,False,6,6,0,White,Traveling,7329.286991129622
5564,Ahmet,47.0,Female,Finance,Junior,6,85369.0,Master,3,Single,True,42,True,1,True,True,7,5,0,Red,Sports,5529.925446776088
5565,Elif,43.0,Female,Finance,Intern,17,95272.0,PhD,2,Divorced,False,28,True,9,False,False,2,1,3,Red,Traveling,11381.93168324154
5566,Mehmet,62.0,Male,Finance,Junior,30,60827.0,PhD,1,Single,False,38,False,14,True,True,9,2,8,Black,Reading,3343.148690372839
5567,Ali,46.0,Male,Finance,Intern,19,54067.0,PhD,3,Single,False,51,False,2,False,True,3,6,2,Yellow,Gaming,7910.482314695497
5568,Ayşe,36.0,Female,Operations,Junior,34,113634.0,Master,3,Single,False,31,True,8,False,False,9,7,3,Yellow,Gaming,7928.769445837882
5569,Mehmet,64.0,Female,,Junior,6,123850.0,PhD,3,Divorced,True,21,False,7,True,False,8,1,3,Black,Gaming,10279.670906838857
5570,Hüseyin,25.0,Male,IT,Team Lead,29,43088.0,PhD,3,Divorced,True,55,False,10,False,True,1,8,9,Black,Gaming,2888.670456559246
5571,Fatma,40.0,Female,HR,Senior,3,40976.0,PhD,1,Single,False,40,True,0,True,True,7,6,3,White,Reading,5668.543293573754
5572,Fatma,59.0,Male,HR,Junior,29,98712.0,Bachelor,1,Divorced,True,59,True,2,False,False,6,5,3,Red,Music,5293.713487525647
5573,Emine,52.0,Male,Marketing,Team Lead,29,62125.0,PhD,3,Divorced,True,30,False,2,True,True,9,3,3,Black,Reading,7556.767381277348
5574,Ahmet,48.0,Female,HR,Junior,29,125827.0,Bachelor,4,Divorced,False,47,False,10,True,False,4,5,3,Red,Music,7706.637508668455
5575,Elif,52.0,Female,HR,Senior,17,142716.0,PhD,1,Single,True,31,False,11,False,True,2,5,4,Black,Music,21402.633717353077
5576,Fatma,49.0,Male,Sales,Team Lead,9,120314.0,Master,1,Single,False,24,True,2,True,True,5,9,6,Yellow,Sports,10684.357595176944
5577,Mehmet,22.0,Female,Sales,Intern,13,65666.0,Master,2,Married,True,34,True,1,True,True,5,9,1,White,Traveling,5400.296087995288
5578,Fatma,33.0,Male,Marketing,Senior,35,58148.0,Master,2,Married,False,51,True,4,True,True,2,8,3,White,Traveling,5179.9572306820955
5579,Elif,34.0,Male,Finance,Manager,22,113184.0,Bachelor,4,Married,True,36,False,13,False,False,2,7,6,Yellow,Sports,9796.467754444238
5580,Elif,49.0,Male,Marketing,Team Lead,11,102479.0,Master,4,Divorced,False,55,False,13,False,True,8,7,8,Red,Gaming,6914.062019668957
5581,Elif,55.0,Female,Marketing,Manager,11,36850.0,High School,2,Married,True,33,False,12,True,False,9,6,4,Black,Music,5053.880112807587
5582,Mehmet,49.0,Female,IT,Team Lead,33,144035.0,PhD,2,Married,True,28,True,2,True,False,1,5,4,White,Traveling,16318.642051940218
5583,Ayşe,37.0,Female,Operations,Intern,25,78332.0,Bachelor,3,Divorced,True,36,True,11,True,True,6,3,7,Green,Gaming,6644.493802043897
5584,Emine,19.0,Male,HR,Team Lead,5,138955.0,Bachelor,2,Divorced,False,26,False,2,False,False,6,4,9,Yellow,Reading,12157.765645114556
5585,Ahmet,37.0,Male,IT,Junior,36,121349.0,Bachelor,4,Single,True,51,False,10,True,True,7,6,6,Blue,Sports,6966.3512077554415
5586,Fatma,64.0,Male,Operations,Manager,14,61160.0,Master,4,Married,True,25,True,0,False,False,6,7,2,Yellow,Reading,5435.659171564665
5587,Mehmet,35.0,Male,HR,Manager,38,31554.0,High School,2,Single,False,35,True,5,False,False,1,2,1,Yellow,Gaming,3996.609768326671
5588,Ali,18.0,Female,Marketing,Team Lead,18,140238.0,Bachelor,4,Divorced,True,21,False,13,True,True,6,3,5,Black,Sports,12726.539138438513
5589,Ahmet,46.0,Female,HR,Junior,39,86531.0,PhD,1,Married,True,29,False,9,True,False,4,7,4,Black,Traveling,8227.132747887226
5590,Ayşe,46.0,Female,Finance,Junior,22,,PhD,4,Married,False,23,True,13,False,True,1,7,8,White,Sports,
5591,Mehmet,,Male,Finance,Team Lead,35,90926.0,High School,3,Married,True,24,False,8,False,True,6,8,7,Red,Reading,5941.309276199969
5592,Hüseyin,61.0,Male,Marketing,Senior,12,123271.0,PhD,1,Single,False,56,False,5,True,True,3,9,2,Yellow,Gaming,14864.94941699892
5593,Hüseyin,57.0,Female,Sales,Intern,30,96207.0,High School,1,Married,False,58,True,12,False,False,4,9,6,Yellow,Gaming,11361.248732361173
5594,Emine,23.0,Male,Finance,Team Lead,36,91448.0,PhD,1,Single,False,45,True,5,True,True,8,1,9,Yellow,Music,10274.757132293336
5595,Emine,61.0,Female,Marketing,Junior,25,136578.0,High School,2,Single,False,49,False,3,False,False,8,1,1,White,Traveling,17381.32703027965
5596,Ayşe,56.0,Male,IT,Intern,17,125256.0,Master,3,Divorced,False,21,True,0,False,True,3,6,5,Blue,Music,12123.60037987442
5597,Ayşe,63.0,Male,Sales,Team Lead,32,,PhD,2,Married,False,37,False,1,False,False,4,1,0,Blue,Traveling,
5598,Emine,25.0,Male,Finance,Intern,39,148256.0,PhD,3,Single,True,26,True,1,True,False,3,9,8,Green,Music,15508.369989705805
5599,Fatma,41.0,Male,Marketing,Senior,31,73437.0,PhD,4,Married,False,42,False,9,True,True,8,1,1,Green,Gaming,5534.168901374237
5600,Fatma,37.0,Male,Marketing,Junior,3,64219.0,Master,4,Married,False,39,True,12,True,False,3,5,6,Green,Traveling,7715.523795940842
5601,Mehmet,31.0,Female,IT,Senior,18,,Master,4,Divorced,False,34,True,0,False,False,3,1,3,White,Reading,
5602,Ali,22.0,Female,IT,Senior,6,100773.0,Bachelor,1,Single,True,47,False,1,True,True,6,5,4,Black,Traveling,7580.897251392151
5603,Mehmet,58.0,Female,Sales,Junior,34,86190.0,Bachelor,4,Single,False,22,False,14,True,True,3,4,2,Yellow,Music,11769.106025876003
5604,Ali,57.0,Male,Operations,Senior,25,85195.0,High School,3,Divorced,True,22,True,4,True,True,5,6,1,Green,Traveling,11876.817472302017
5605,Ayşe,51.0,Female,Finance,Team Lead,22,56596.0,Bachelor,1,Single,False,31,True,3,False,True,4,8,0,Red,Reading,6718.943601694722
5606,Ahmet,33.0,Female,Marketing,Team Lead,33,53522.0,PhD,2,Single,False,53,False,7,True,False,1,9,6,Red,Music,4921.76032264782
5607,Mehmet,,Male,Sales,Intern,6,73085.0,Master,1,Single,False,55,False,2,False,False,7,5,9,Black,Music,8026.663913278014
5608,Mehmet,24.0,Male,Sales,Team Lead,10,55751.0,Master,2,Divorced,True,27,False,3,True,False,6,8,8,Yellow,Gaming,4644.4229140620855
5609,Ali,33.0,Female,IT,Team Lead,7,145767.0,Master,2,Single,False,28,False,7,True,False,1,6,9,Green,Traveling,12288.749834021583
5610,Elif,24.0,Female,Marketing,Intern,12,136289.0,Master,2,Married,True,54,True,0,True,False,4,8,9,White,Gaming,13490.73153310965
5611,Ayşe,44.0,Female,HR,Manager,31,122516.0,High School,1,Divorced,True,43,True,11,False,False,9,5,0,Red,Reading,9950.939514212718
5612,Ayşe,31.0,Female,Operations,Junior,33,39474.0,Bachelor,4,Divorced,True,43,False,6,False,True,7,8,9,Red,Gaming,4818.848628976032
5613,Hüseyin,,Female,Operations,Team Lead,17,30534.0,Master,2,Divorced,True,54,False,5,False,False,3,6,9,Red,Sports,1956.4635580656643
5614,Elif,61.0,Male,IT,Intern,14,143313.0,High School,3,Single,False,30,True,4,True,True,7,9,3,Black,Reading,8430.828716827315
5615,Ali,,Female,Marketing,Senior,23,42040.0,PhD,3,Divorced,True,25,True,0,False,True,1,4,5,Blue,Gaming,4330.911925952435
5616,Ayşe,50.0,Female,Sales,Senior,20,,Bachelor,3,Single,False,44,False,14,False,True,5,1,9,White,Sports,
5617,Elif,61.0,Female,Operations,Team Lead,17,34666.0,High School,3,Married,False,20,False,1,False,False,1,1,0,Yellow,Sports,2958.7792209673275
5618,Emine,,Female,Sales,Junior,13,67441.0,Master,2,Divorced,True,28,True,4,True,True,4,3,9,Blue,Music,9362.488763901656
5619,Elif,64.0,Female,Finance,Intern,18,138949.0,Master,3,Divorced,False,31,True,13,True,True,2,5,4,Blue,Sports,14189.736357887516
5620,Fatma,53.0,Female,HR,Intern,12,97698.0,Master,1,Divorced,False,32,True,8,True,False,2,4,5,Yellow,Reading,13031.502038085953
5621,Hüseyin,24.0,Male,IT,Intern,15,138322.0,PhD,3,Married,True,48,True,6,True,True,6,8,7,Green,Traveling,17456.565286958026
5622,Emine,49.0,Male,Operations,Intern,1,66766.0,Bachelor,3,Single,False,51,False,13,True,True,8,8,2,White,Reading,6854.467436955782
5623,Ahmet,20.0,Male,Finance,Intern,33,143393.0,Master,4,Divorced,False,50,False,6,True,True,9,2,9,Yellow,Traveling,19248.613738671596
5624,Mehmet,56.0,Female,Finance,Junior,25,53885.0,Bachelor,1,Married,True,45,True,13,False,True,6,5,3,Yellow,Sports,5940.465364626833
5625,Hüseyin,46.0,Female,HR,Intern,21,66460.0,PhD,1,Single,True,59,False,0,True,True,3,6,5,Red,Sports,4757.020862828558
5626,Ahmet,41.0,Male,IT,Junior,19,56415.0,High School,4,Divorced,True,43,True,12,False,True,3,9,6,Red,Reading,5013.953272770681
5627,Mehmet,39.0,Female,IT,Junior,28,135780.0,Bachelor,3,Single,False,34,True,7,False,False,3,2,7,White,Reading,18926.120062807473
5628,Fatma,23.0,Female,Sales,Junior,17,132363.0,High School,2,Divorced,True,25,False,3,False,True,3,9,9,Black,Traveling,10880.863152567168
5629,Elif,41.0,Female,IT,Senior,28,71290.0,Bachelor,1,Married,True,48,True,14,True,False,9,4,7,Red,Gaming,3930.382838773098
5630,Ayşe,57.0,Male,Finance,Manager,26,84815.0,Master,2,Single,True,50,True,11,True,False,4,7,2,Red,Traveling,12022.099493431948
5631,Emine,40.0,Male,Sales,Team Lead,34,90116.0,Master,2,Married,False,35,False,1,False,False,7,8,0,Red,Reading,9196.775088333716
5632,Ali,55.0,Male,IT,Senior,28,76038.0,High School,3,Divorced,True,29,True,6,True,False,2,9,3,Blue,Gaming,9680.809617026256
5633,Emine,27.0,Female,HR,Manager,5,129831.0,Bachelor,2,Married,False,59,False,5,False,True,7,2,1,Yellow,Music,12444.714300978168
5634,Fatma,33.0,Male,Finance,Senior,36,140679.0,PhD,2,Single,False,23,True,8,True,True,7,7,9,White,Music,15927.071274040289
5635,Ahmet,28.0,Male,Marketing,Junior,24,135355.0,Bachelor,2,Single,True,48,True,11,True,True,4,5,2,Yellow,Sports,14707.865689843211
5636,Ali,49.0,Male,HR,Junior,20,79725.0,High School,4,Divorced,False,27,True,8,True,True,4,1,9,Red,Traveling,4760.122387875018
5637,Ayşe,62.0,Female,HR,Intern,30,68914.0,Bachelor,4,Single,False,59,False,3,True,False,5,1,6,Yellow,Reading,4507.036255443268
5638,Fatma,23.0,Male,IT,Junior,39,70318.0,Bachelor,3,Divorced,False,30,True,4,False,False,1,8,0,Black,Music,9379.624695187089
5639,Ali,41.0,Male,Sales,Senior,15,131999.0,High School,1,Married,True,20,False,13,True,True,6,5,4,Black,Gaming,8255.866190121056
5640,Fatma,50.0,Female,Sales,Team Lead,13,128827.0,High School,3,Married,False,56,False,12,False,False,7,9,9,Blue,Traveling,10277.966426422248
5641,Elif,29.0,Male,Finance,Junior,5,,High School,1,Married,False,42,False,11,True,True,4,2,9,White,Music,
5642,Fatma,44.0,Female,IT,Manager,10,72131.0,Bachelor,2,Divorced,True,49,False,4,True,True,8,4,1,Blue,Traveling,10220.890629085465
5643,Ayşe,55.0,Female,Sales,Senior,26,73513.0,High School,1,Married,False,34,True,13,False,False,7,6,6,Yellow,Reading,6536.587811148227
5644,Hüseyin,35.0,Male,Operations,Manager,37,75139.0,High School,1,Divorced,True,48,True,7,True,False,1,6,3,Blue,Traveling,7662.415254425123
5645,Mehmet,62.0,Male,Marketing,Intern,4,72381.0,PhD,1,Married,False,43,False,0,True,False,9,6,4,Yellow,Traveling,10616.546531039592
5646,Ali,56.0,Male,Operations,Intern,14,40423.0,PhD,1,Married,True,28,True,5,True,False,9,5,4,Green,Traveling,5060.981368162934
5647,Elif,30.0,Female,IT,Team Lead,37,32216.0,PhD,4,Single,True,30,True,4,False,True,1,7,7,Red,Reading,2661.7174813523943
5648,Ayşe,57.0,Male,IT,Senior,15,62304.0,High School,2,Married,False,34,False,1,True,True,8,7,1,Black,Reading,7760.158247465187
5649,Fatma,,Male,Sales,Team Lead,17,138651.0,High School,1,Married,True,57,True,3,True,False,1,5,4,Green,Gaming,11699.337048863745
5650,Elif,58.0,Male,HR,Manager,32,,PhD,1,Divorced,False,45,False,6,True,True,8,3,3,White,Music,
5651,Ayşe,30.0,Female,IT,Team Lead,34,137347.0,Master,2,Single,False,56,True,1,True,False,1,9,0,Red,Music,9352.290508435159
5652,Hüseyin,51.0,Female,HR,Manager,23,45573.0,Master,1,Divorced,True,43,False,5,False,True,2,7,0,Black,Sports,2706.93268092229
5653,Elif,53.0,Female,Finance,Team Lead,34,117399.0,PhD,3,Married,False,41,False,4,False,True,3,2,7,Green,Gaming,10485.948567901547
5654,Elif,47.0,Male,Finance,Intern,6,141710.0,PhD,1,Married,False,37,False,11,True,False,4,3,1,Yellow,Reading,9897.463002302553
5655,Mehmet,42.0,Male,Sales,Senior,13,54094.0,Master,3,Single,False,28,False,11,True,False,1,9,9,Green,Sports,7170.320147665988
5656,Emine,19.0,Female,Finance,Team Lead,29,104907.0,PhD,3,Married,False,48,True,0,False,True,8,4,9,Red,Reading,11667.044087283779
5657,Ali,53.0,Male,Operations,Manager,23,66363.0,High School,3,Divorced,False,51,True,0,False,False,7,5,6,Black,Traveling,3776.8019210318907
5658,Mehmet,35.0,Male,Operations,Senior,14,50751.0,PhD,4,Divorced,True,31,True,7,False,False,2,1,5,Green,Music,4477.423606869635
5659,Ahmet,22.0,Female,Operations,Intern,12,85008.0,Bachelor,4,Single,False,36,True,12,True,True,9,4,4,Green,Sports,7912.602117540508
5660,Ali,36.0,Female,Sales,Intern,18,40051.0,Master,2,Married,False,44,True,14,True,True,4,9,6,Black,Reading,5319.959539233415
5661,Mehmet,59.0,Female,Sales,Junior,28,84153.0,High School,3,Single,False,33,False,8,True,True,6,9,6,Red,Traveling,11689.225599841775
5662,Fatma,35.0,Male,Operations,Senior,21,30737.0,Master,4,Married,True,44,True,6,False,True,9,2,0,Yellow,Gaming,2800.587907851452
5663,Ali,49.0,Male,HR,Team Lead,1,139308.0,PhD,3,Married,True,46,True,8,False,True,1,2,4,Blue,Reading,18154.35260251965
5664,Ali,38.0,Male,Operations,Intern,38,,Master,4,Married,True,32,True,1,True,True,3,9,9,White,Music,
5665,Ayşe,27.0,Female,HR,Team Lead,12,49202.0,PhD,2,Divorced,True,56,True,9,True,True,6,2,7,Blue,Music,2833.991906049247
